Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
13,0,824.6925102806996,2024-11-29,122.38115969467162,50.463412899829564,2024-12-02,121.81905725479126,50.23163206374104,-564.2567171434139,-0.005590750651996667,Long,Closed,13
14,0,817.6776530240196,2024-12-03,122.74134030532836,50.181425534930895,2024-12-05,124.44774713516236,50.879070900803114,1294.2302352870897,0.01289551085377106,Long,Closed,14
15,0,820.98925293938,2024-12-09,123.82188213729857,50.82821725671238,2024-12-10,124.71760877990724,51.19590823030095,633.3578216661764,0.00623037611635283,Long,Closed,15
16,0,850.4271801532789,2024-12-16,120.28011122131348,51.14473790721968,2024-12-17,121.53919847488405,51.68011891854266,967.9371657951923,0.00946272486087293,Long,Closed,16
17,0,881.5693760936066,2025-01-06,117.12853469467163,51.62846462675952,2025-01-08,116.61166316986085,51.400635572946015,-558.687207847698,-0.0054106510031484804,Long,Closed,17
18,0,881.3944569621287,2025-01-14,116.51822908401489,51.349260624847375,2025-01-16,118.27083683013916,52.121630001178524,1441.2678620367894,0.0140339689851287,Long,Closed,18
19,0,868.7674438384821,2025-01-20,119.86990255737304,52.06953441895894,2025-01-21,120.23985305023194,52.230234890982366,217.10117471787558,0.0020847236022028615,Long,Closed,19
20,0,873.2014418278288,2025-01-24,119.5097219467163,52.17803075815027,2025-01-28,120.96948377990724,52.81536382689158,1169.6727428825186,0.011208479180671702,Long,Closed,20
21,0,877.6933936543993,2025-01-29,120.23008316802978,52.7625748575374,2025-01-31,122.9385,53.95115463789069,2270.4458311872168,0.02151568452939477,Long,Closed,21
22,0,880.4493599507563,2025-02-05,122.43118774795532,53.89723044534912,2025-02-06,123.09842366027833,54.19096416131954,479.3792373342846,0.004447160210025704,Long,Closed,22
23,0,883.0639585303545,2025-02-10,122.61127805328368,54.13680027909868,2025-02-11,123.38827194976807,54.47986793209105,577.5186377722322,0.005333882264881432,Long,Closed,23
24,0,894.119264397712,2025-02-13,121.74084030532836,54.42541529047594,2025-02-14,124.80756774520874,55.79642533180682,2631.798242031843,0.02417802627674395,Long,Closed,24
25,0,925.4617887787203,2025-03-06,120.46020152664184,55.74065679074556,2025-03-07,121.88902194976808,56.40181614306054,1210.1762316961801,0.010855417763009764,Long,Closed,25
26,0,932.8687240054256,2025-03-12,120.8003678627014,56.34544251373154,2025-03-20,128.78558110046387,60.070020355743495,7332.7402211532235,0.06506950601520377,Long,Closed,26
27,0,930.0665583353132,2025-03-21,129.04448572540284,60.009980355374864,2025-03-27,129.71510877990724,60.32184239350955,503.39225349434946,0.004194237779392582,Long,Closed,27
28,0,946.2911788774366,2025-03-31,127.36365305328368,60.2615506969596,2025-04-02,128.83554389953613,60.95796935900389,1271.617804023177,0.010550822118880813,Long,Closed,28
29,0,981.3237735065197,2025-04-04,124.11202805328368,60.89704185338633,2025-04-07,122.66863835525514,60.188825540842785,-1537.5184925040392,-0.012623917728265275,Long,Closed,29
30,0,965.0520435709275,2025-04-09,124.61227805328369,60.1286667946697,2025-04-10,123.34829866027833,59.518763846549355,-1339.4533268925795,-0.011138225727392986,Long,Closed,30
31,0,953.0076886709293,2025-04-11,124.78236122131348,59.45927482721163,2025-04-15,126.13689694976807,60.104716309110835,1171.3189726603912,0.009849758309903896,Long,Closed,31
32,0,948.6230125974593,2025-04-17,126.59326377868652,60.044641630127444,2025-04-24,131.31431488037111,62.28389048949451,4356.169186586974,0.036274420733658476,Long,Closed,32
33,0,945.9356583172882,2025-04-25,131.55575049591064,62.22163772537897,2025-05-02,131.78408110046388,62.32963075575311,91.43479225092676,0.0007347507683297479,Long,Closed,33
34,0,954.6895511024621,2025-05-06,130.4451948852539,62.26733227423392,2025-05-20,136.7715763397217,65.28719740967252,5912.175741184901,0.0474741371217452,Long,Closed,34
35,0,969.574590223601,2025-05-23,134.53723622131346,65.22194283954741,2025-05-28,135.64215171051026,65.75759183088276,940.3184479992672,0.0072086050112961115,Long,Closed,35
36,0,970.1394398132718,2025-05-29,135.42768061065672,65.69186710141366,2025-05-30,133.92301049041748,64.96199718764028,-1590.3936918417187,-0.01210495120641367,Long,Closed,36
37,0,971.0274307516396,2025-06-02,133.66680610656738,64.8970676552126,2025-06-12,134.59267366027834,65.34658905116697,768.7991351898727,0.005923219360806112,Long,Closed,37
38,0,973.9331012567781,2025-06-13,134.05700049591064,65.28127511907951,2025-06-17,135.4522442703247,65.960712167194,1227.6321089380292,0.009402635799459054,Long,Closed,38
39,0,983.3062136646942,2025-06-26,134.0269867172241,65.89478441889514,2025-06-30,135.78208110046387,66.75768202520477,1593.1427461635562,0.012088534473652416,Long,Closed,39
40,0,976.5254439614805,2025-07-01,136.58826427459715,66.69095770534477,2025-07-07,136.38177194976808,66.59013520075032,-334.9261020844432,-0.002511030832427436,Long,Closed,40
41,0,995.289766838574,2025-07-10,133.67680561065674,66.52357834397117,2025-07-11,133.43325000000002,66.40237414050658,-375.33435942724043,-0.0028210626124655657,Long,Closed,41
42,0,1001.7807051439514,2025-07-15,132.4361801147461,66.33600495095016,2025-07-17,132.4037662200928,66.31976914383974,-165.1273883370302,-0.0012446286783406783,Long,Closed,42
43,0,1024.6866124849964,2025-07-28,129.314625,66.25348251799005,2025-07-30,130.86452767944337,67.04756478114894,1454.8634789810803,0.010979524575071384,Long,Closed,43
44,0,1029.9550336123732,2025-08-04,130.065,66.9805507233832,2025-08-07,133.45324427032472,68.72542034406128,3354.033270261781,0.02503736707176849,Long,Closed,44
45,0,1035.810083927917,2025-08-11,132.56625,68.6567292692489,2025-08-13,133.59317366027832,69.18857821062484,925.8525752605644,0.006742620753383116,Long,Closed,45
46,0,1034.5145707002955,2025-08-15,133.62677755737303,69.11942420940613,2025-08-19,131.10441316986083,67.81471285366638,-2746.3568485599544,-0.01986675149549257,Long,Closed,46
47,0,1027.5125026649098,2025-08-20,131.8659030532837,67.74693203120842,2025-08-25,135.0424456100464,69.37890062738437,3126.81135966226,0.023077143613094844,Long,Closed,47
48,0,1026.7514107906165,2025-08-26,135.00747244262695,69.30955639886088,2025-08-29,138.43075000000002,71.06698392965158,3374.478521232153,0.024343529929785473,Long,Closed,48
49,0,1028.338164622252,2025-09-04,138.07899950408935,70.99595246143872,2025-09-05,139.58016889953615,71.76780735190647,1400.9460210875104,0.009866379508381757,Long,Closed,49
